"NSE_CODE","M1CLOSE","M1CLOSEDT","M1RET","M3CLOSE","M3CLOSEDT","M3RET","M6CLOSE","M6CLOSEDT","M6RET","M12CLOSE","M12CLOSEDT","M12RET","CLOSE",
"LIBAS",11.59,2025-08-29 00:00:00,0.35,13,2025-07-31 00:00:00,-10.54,12.53,2025-04-30 00:00:00,-7.18,17.39,2024-10-31 00:00:00,-33.12,11.63,
"LICHSGFIN",555.2,2025-08-29 00:00:00,1.48,586.05,2025-07-31 00:00:00,-3.86,600.95,2025-04-30 00:00:00,-6.25,631.05,2024-10-31 00:00:00,-10.72,563.4,
"LICI",852.15,2025-08-29 00:00:00,0.82,895,2025-07-31 00:00:00,-4.01,795.75,2025-04-30 00:00:00,7.97,923.05,2024-10-31 00:00:00,-6.92,859.15,
"LICMFGOLD",9287.75,2025-08-29 00:00:00,2.09,8929.55,2025-07-31 00:00:00,6.18,8671.9,2025-04-30 00:00:00,9.34,7254.3,2024-10-31 00:00:00,30.7,9481.55,
"LICNETFGSC",28.13,2025-08-29 00:00:00,-0.25,28.44,2025-07-31 00:00:00,-1.34,28.18,2025-04-30 00:00:00,-0.43,26.39,2024-10-31 00:00:00,6.33,28.06,
"LICNETFN50",271.41,2025-08-29 00:00:00,0.44,275.6,2025-07-31 00:00:00,-1.09,269,2025-04-30 00:00:00,1.34,267.06,2024-10-31 00:00:00,2.07,272.6,
"LICNETFSEN",895.41,2025-08-29 00:00:00,0.19,910.19,2025-07-31 00:00:00,-1.43,902.2,2025-04-30 00:00:00,-0.56,901.99,2024-10-31 00:00:00,-0.54,897.13,
"LICNFNHGP",273.27,2025-08-29 00:00:00,0.29,277,2025-07-31 00:00:00,-1.06,268.46,2025-04-30 00:00:00,2.09,273.33,2024-10-31 00:00:00,0.27,274.07,
"LICNMID100",57.38,2025-08-29 00:00:00,10.75,57.72,2025-07-31 00:00:00,10.1,54.32,2025-04-30 00:00:00,16.99,56.46,2024-10-31 00:00:00,12.56,63.55,
"LIKHITHA",247,2025-08-29 00:00:00,0.48,278.1,2025-07-31 00:00:00,-10.76,255.65,2025-04-30 00:00:00,-2.92,366.75,2024-10-31 00:00:00,-32.33,248.19,
"LINCOLN",538.65,2025-08-29 00:00:00,0.87,533.45,2025-07-31 00:00:00,1.86,567.5,2025-04-30 00:00:00,-4.26,679.8,2024-10-31 00:00:00,-20.07,543.35,
"LINDEINDIA",6378.5,2025-08-29 00:00:00,-0.16,6573.5,2025-07-31 00:00:00,-3.12,6336,2025-04-30 00:00:00,0.51,7654.65,2024-10-31 00:00:00,-16.8,6368.5,
"LIQGRWBEES",1005.82,2025-08-29 00:00:00,0.01,1001.66,2025-07-31 00:00:00,0.43,0.001,,100594900,0.001,,100594900,1005.95,
"LIQUID",999.99,2025-08-29 00:00:00,0,999.99,2025-07-31 00:00:00,0,999.99,2025-04-30 00:00:00,0,999.99,2024-10-31 00:00:00,0,999.99,
"LIQUID1",1066.36,2025-08-29 00:00:00,0.01,1061.68,2025-07-31 00:00:00,0.45,1047.85,2025-04-30 00:00:00,1.78,1016.82,2024-10-31 00:00:00,4.89,1066.5,
"LIQUIDADD",1088.55,2025-08-29 00:00:00,0.01,1083.86,2025-07-31 00:00:00,0.45,1070.07,2025-04-30 00:00:00,1.74,1039.01,2024-10-31 00:00:00,4.78,1088.71,
"LIQUIDBEES",1000,2025-08-29 00:00:00,0,1000,2025-07-31 00:00:00,0,1000,2025-04-30 00:00:00,0,1000,2024-10-31 00:00:00,0,999.99,
"LIQUIDBETF",1045.85,2025-08-29 00:00:00,0.01,1041.31,2025-07-31 00:00:00,0.45,1028.19,2025-04-30 00:00:00,1.73,999.99,2024-10-31 00:00:00,4.6,1045.98,
"LIQUIDCASE",110.21,2025-08-29 00:00:00,0,109.72,2025-07-31 00:00:00,0.45,108.33,2025-04-30 00:00:00,1.74,105.17,2024-10-31 00:00:00,4.79,110.21,
"LIQUIDETF",1000,2025-08-29 00:00:00,0,1000,2025-07-31 00:00:00,0,999.99,2025-04-30 00:00:00,0,999.99,2024-10-31 00:00:00,0,1000,
"LIQUIDIETF",999.99,2025-08-29 00:00:00,0,999.99,2025-07-31 00:00:00,0,999.99,2025-04-30 00:00:00,0,999.99,2024-10-31 00:00:00,0,999.99,
"LIQUIDPLUS",1048.22,2025-08-29 00:00:00,0.01,1043.61,2025-07-31 00:00:00,0.46,1029.99,2025-04-30 00:00:00,1.78,0.001,,104835900,1048.36,
"LIQUIDSBI",999.99,2025-08-29 00:00:00,0,999.99,2025-07-31 00:00:00,0,1000,2025-04-30 00:00:00,0,1000,2024-10-31 00:00:00,0,1000,
"LIQUIDSHRI",1068.38,2025-08-29 00:00:00,0.01,1063.87,2025-07-31 00:00:00,0.44,1050.59,2025-04-30 00:00:00,1.71,1020.68,2024-10-31 00:00:00,4.69,1068.54,
"LLOYDSENGG",63.01,2025-08-29 00:00:00,2.89,71.88,2025-07-31 00:00:00,-9.81,54.45,2025-04-30 00:00:00,19.06,74.3,2024-10-31 00:00:00,-12.75,64.83,
"LLOYDSENT",70.89,2025-08-29 00:00:00,2.33,86.65,2025-07-31 00:00:00,-16.28,51.04,2025-04-30 00:00:00,42.12,48.22,2024-10-31 00:00:00,50.44,72.54,
"LLOYDSME",1288.8,2025-08-29 00:00:00,3.04,1504.7,2025-07-31 00:00:00,-11.74,1203.2,2025-04-30 00:00:00,10.37,972.85,2024-10-31 00:00:00,36.51,1328,
"LMW",14107,2025-08-29 00:00:00,0.01,15109,2025-07-31 00:00:00,-6.63,16318,2025-04-30 00:00:00,-13.54,16653.8,2024-10-31 00:00:00,-15.29,14108,
"LODHA",1192.3,2025-08-29 00:00:00,1.25,1231.6,2025-07-31 00:00:00,-1.98,1329.3,2025-04-30 00:00:00,-9.19,1206.25,2024-10-31 00:00:00,0.08,1207.2,
"LOKESHMACH",205.42,2025-08-29 00:00:00,-0.03,199.25,2025-07-31 00:00:00,3.06,314.15,2024-12-31 00:00:00,-34.63,0.001,,20534900,205.35,
"LOTUSDEV",181.11,2025-08-29 00:00:00,0.19,0.001,,18145900,0.001,,18145900,0.001,,18145900,181.46,
"LOTUSEYE",116.84,2025-08-29 00:00:00,10,73.43,2025-07-31 00:00:00,75.02,81.22,2025-04-30 00:00:00,58.24,74.64,2024-08-30 00:00:00,72.19,128.52,
"LOVABLE",90.88,2025-08-29 00:00:00,0.42,94.23,2025-07-31 00:00:00,-3.15,91.14,2025-04-30 00:00:00,0.13,0.001,,9125900,91.26,
"LOWVOL",207.24,2025-08-29 00:00:00,0.85,204.46,2025-07-31 00:00:00,2.22,198.12,2025-04-30 00:00:00,5.49,200.22,2024-10-31 00:00:00,4.39,209,
"LOWVOL1",21.08,2025-08-29 00:00:00,0.95,20.86,2025-07-31 00:00:00,2.01,20.13,2025-04-30 00:00:00,5.71,20.27,2024-10-31 00:00:00,4.98,21.28,
"LOWVOLIETF",22.28,2025-08-29 00:00:00,0.72,21.89,2025-07-31 00:00:00,2.51,21.23,2025-04-30 00:00:00,5.7,21.53,2024-10-31 00:00:00,4.23,22.44,
"LPDC",7.94,2025-08-29 00:00:00,-1.64,8.27,2025-07-31 00:00:00,-5.56,8.25,2025-04-30 00:00:00,-5.33,0.001,,780900,7.81,
"LT",3601,2025-08-29 00:00:00,-0.07,3636.5,2025-07-31 00:00:00,-1.05,3341,2025-04-30 00:00:00,7.7,3622.3,2024-10-31 00:00:00,-0.66,3598.4,
"LTF",217.16,2025-08-29 00:00:00,2.5,202.59,2025-07-31 00:00:00,9.87,164.17,2025-04-30 00:00:00,35.59,146,2024-10-31 00:00:00,52.46,222.59,
"LTFOODS",421.35,2025-08-29 00:00:00,2.53,486.45,2025-07-31 00:00:00,-11.19,346.55,2025-04-30 00:00:00,24.66,390.2,2024-10-31 00:00:00,10.71,432,
"LTGILTBEES",28.59,2025-08-29 00:00:00,-0.14,28.87,2025-07-31 00:00:00,-1.11,28.62,2025-04-30 00:00:00,-0.24,26.83,2024-10-31 00:00:00,6.41,28.55,
"LTGILTCASE",29.17,2025-08-29 00:00:00,-0.03,0.001,,2915900,0.001,,2915900,0.001,,2915900,29.16,
"LTIM",5133.5,2025-08-29 00:00:00,1.24,5106,2025-07-31 00:00:00,1.78,4586.5,2025-04-30 00:00:00,13.31,5710.85,2024-10-31 00:00:00,-9,5197,
"LTTS",4223.5,2025-08-29 00:00:00,0.49,4308.2,2025-07-31 00:00:00,-1.49,4257.1,2025-04-30 00:00:00,-0.31,4945.85,2024-10-31 00:00:00,-14.19,4244,
"LUMAXIND",4207.6,2025-08-29 00:00:00,3.16,3899.3,2025-07-31 00:00:00,11.31,2355,2025-04-30 00:00:00,84.31,2467.35,2024-10-31 00:00:00,75.91,4340.4,
"LUMAXTECH",1174.7,2025-08-29 00:00:00,5.64,1101.9,2025-07-31 00:00:00,12.61,520.95,2025-04-30 00:00:00,138.2,521.95,2024-10-31 00:00:00,137.74,1240.9,
"LUPIN",1894.9,2025-08-29 00:00:00,0.16,1929.1,2025-07-31 00:00:00,-1.61,2095.6,2025-04-30 00:00:00,-9.43,2186.95,2024-10-31 00:00:00,-13.21,1898,
"LUXIND",1275.2,2025-08-29 00:00:00,0.68,1379,2025-07-31 00:00:00,-6.9,1372,2025-04-30 00:00:00,-6.42,1958.1,2024-10-31 00:00:00,-34.43,1283.9,
"LXCHEM",202.02,2025-08-29 00:00:00,3.08,204.12,2025-07-31 00:00:00,2.02,174.97,2025-04-30 00:00:00,19.01,272.95,2024-10-31 00:00:00,-23.71,208.24,
"LYKALABS",99.49,2025-08-29 00:00:00,0.16,116.18,2025-07-31 00:00:00,-14.23,110.68,2025-04-30 00:00:00,-9.97,145.05,2024-10-31 00:00:00,-31.3,99.65,
"M&M",3199.5,2025-08-29 00:00:00,3.62,3203.1,2025-07-31 00:00:00,3.51,2928.8,2025-04-30 00:00:00,13.2,2728.55,2024-10-31 00:00:00,21.51,3315.4,
"M&MFIN",253.95,2025-08-29 00:00:00,1.4,257.5,2025-07-31 00:00:00,0,262.05,2025-04-30 00:00:00,-1.74,270.6,2024-10-31 00:00:00,-4.84,257.5,
"MACPOWER",809.8,2025-08-29 00:00:00,6.28,849.35,2025-02-20 00:00:00,1.33,1422.05,2024-11-29 00:00:00,-39.48,0.001,,86064900,860.65,
"MADHAV",44.48,2025-08-29 00:00:00,2.11,45.02,2025-07-31 00:00:00,0.89,43.98,2025-04-30 00:00:00,3.27,52.51,2024-10-31 00:00:00,-13.5,45.42,
"MADRASFERT",86.99,2025-08-29 00:00:00,1.57,92.94,2025-07-31 00:00:00,-4.93,80.93,2025-04-30 00:00:00,9.18,96.76,2024-10-31 00:00:00,-8.68,88.36,
"MAFANG",158.1,2025-08-29 00:00:00,1.92,155.5,2025-07-31 00:00:00,3.62,121.59,2025-04-30 00:00:00,32.52,98.21,2024-10-31 00:00:00,64.07,161.13,
"MAGADSUGAR",545.1,2025-08-29 00:00:00,-2.12,550.45,2025-07-31 00:00:00,-3.07,655.6,2025-04-30 00:00:00,-18.62,724.85,2024-10-31 00:00:00,-26.39,533.55,
"MAGNUM",24.66,2025-08-29 00:00:00,-0.28,24.85,2025-07-31 00:00:00,-1.05,27.48,2025-04-30 00:00:00,-10.52,47.98,2024-10-31 00:00:00,-48.75,24.59,
"MAHABANK",51.95,2025-08-29 00:00:00,0.12,56.08,2025-07-31 00:00:00,-7.26,50.66,2025-04-30 00:00:00,2.66,54.9,2024-10-31 00:00:00,-5.26,52.01,
"MAHAPEXLTD",101.36,2025-08-29 00:00:00,0.9,105.55,2025-07-31 00:00:00,-3.11,115.82,2025-04-30 00:00:00,-11.7,189.71,2024-08-21 00:00:00,-46.09,102.27,
"MAHASTEEL",331.5,2025-08-29 00:00:00,5.58,185.02,2024-08-28 00:00:00,89.17,0.001,,34999900,0.001,,34999900,350,
"MAHEPC",163.93,2025-08-29 00:00:00,2.56,142.45,2025-07-31 00:00:00,18.02,139.08,2025-04-30 00:00:00,20.88,128.67,2024-09-30 00:00:00,30.66,168.12,
"MAHESHWARI",58.83,2025-08-29 00:00:00,0.37,61.28,2025-07-31 00:00:00,-3.64,56.16,2025-04-30 00:00:00,5.15,59.54,2024-10-31 00:00:00,-0.82,59.05,
"MAHKTECH",25.85,2025-08-29 00:00:00,-1.28,23.59,2025-07-31 00:00:00,8.18,21.91,2025-04-30 00:00:00,16.48,19.59,2024-10-31 00:00:00,30.27,25.52,
"MAHLIFE",349.95,2025-08-29 00:00:00,-0.23,372.55,2025-07-31 00:00:00,-6.28,341.4,2025-04-30 00:00:00,2.27,494.95,2024-10-31 00:00:00,-29.46,349.15,
"MAHLOG",316.85,2025-08-29 00:00:00,-0.13,336.05,2025-07-31 00:00:00,-5.83,302.75,2025-04-30 00:00:00,4.53,410.15,2024-10-31 00:00:00,-22.85,316.45,
"MAHSCOOTER",15876,2025-08-29 00:00:00,1.58,16054,2025-07-31 00:00:00,0.45,11475,2025-04-30 00:00:00,40.54,10888.1,2024-10-25 00:00:00,48.12,16127,
"MAHSEAMLES",641.45,2025-08-29 00:00:00,1.12,700.75,2025-07-31 00:00:00,-7.43,655.45,2025-04-30 00:00:00,-1.04,625.85,2024-10-31 00:00:00,3.64,648.65,
"MAITHANALL",1041.4,2025-08-29 00:00:00,0.84,1102.4,2025-07-31 00:00:00,-4.74,930.15,2025-04-30 00:00:00,12.9,1029.85,2024-10-31 00:00:00,1.97,1050.1,
"MAKEINDIA",144.83,2025-08-29 00:00:00,1.52,144.04,2025-07-31 00:00:00,2.08,136.72,2025-04-30 00:00:00,7.54,143.95,2024-10-31 00:00:00,2.14,147.03,
"MALLCOM",1259.2,2025-08-29 00:00:00,3.18,1304.8,2025-07-31 00:00:00,-0.42,1097,2025-04-30 00:00:00,18.44,1342,2024-08-30 00:00:00,-3.18,1299.3,
"MALUPAPER",37.4,2025-08-29 00:00:00,1.28,39.25,2025-07-31 00:00:00,-3.49,44.31,2025-04-30 00:00:00,-14.51,46.25,2024-10-31 00:00:00,-18.1,37.88,
"MAMATA",411.55,2025-08-29 00:00:00,0.27,523.5,2025-07-31 00:00:00,-21.17,372.55,2025-04-30 00:00:00,10.76,0.001,,41264900,412.65,
"MANAKALUCO",29.5,2025-08-29 00:00:00,1.19,30.27,2025-07-31 00:00:00,-1.39,27.36,2025-04-30 00:00:00,9.1,28.2,2024-10-31 00:00:00,5.85,29.85,
"MANAKCOAT",144.68,2025-08-29 00:00:00,-1.48,162.58,2025-07-31 00:00:00,-12.33,100.84,2024-12-12 00:00:00,41.35,0.001,,14253900,142.54,
"MANAKSIA",69.24,2025-08-29 00:00:00,0.61,76.35,2025-07-31 00:00:00,-8.76,65.13,2025-04-30 00:00:00,6.96,92.88,2024-10-31 00:00:00,-25,69.66,
"MANALIPETC",64.43,2025-08-29 00:00:00,5.62,67.96,2025-07-31 00:00:00,0.13,53.65,2025-04-30 00:00:00,26.84,71.7,2024-10-31 00:00:00,-5.09,68.05,
"MANAPPURAM",261.45,2025-08-29 00:00:00,5.18,253.05,2025-07-31 00:00:00,8.67,230.85,2025-04-30 00:00:00,19.12,157.05,2024-10-31 00:00:00,75.1,275,
"MANBA",133.67,2025-08-29 00:00:00,3.66,136.09,2025-07-31 00:00:00,1.81,129.22,2025-04-30 00:00:00,7.23,139.31,2024-10-31 00:00:00,-0.54,138.56,
"MANCREDIT",180.85,2025-08-29 00:00:00,2.97,184.86,2025-07-31 00:00:00,0.74,160.5,2025-04-30 00:00:00,16.02,140.59,2024-10-31 00:00:00,32.46,186.22,
"MANGALAM",74.3,2025-08-29 00:00:00,2.71,88.64,2025-07-31 00:00:00,-13.91,78.02,2025-04-30 00:00:00,-2.19,111.67,2024-10-31 00:00:00,-31.66,76.31,
"MANGCHEFER",345.55,2025-08-29 00:00:00,3.44,353.85,2025-07-31 00:00:00,1.02,224.46,2025-04-30 00:00:00,59.25,137.98,2024-10-31 00:00:00,159.06,357.45,
"MANGLMCEM",704.7,2025-08-29 00:00:00,4.36,709.95,2025-07-31 00:00:00,3.58,777,2025-04-30 00:00:00,-5.35,835.9,2024-10-31 00:00:00,-12.02,735.4,
"MANINDS",382.5,2025-08-29 00:00:00,1.29,447.5,2025-07-31 00:00:00,-13.42,273.25,2025-04-30 00:00:00,41.79,320.2,2024-10-31 00:00:00,21,387.45,
"MANINFRA",157.59,2025-08-29 00:00:00,1.26,174.38,2025-07-31 00:00:00,-8.49,153.25,2025-04-30 00:00:00,4.12,195.56,2024-10-31 00:00:00,-18.4,159.57,
"MANKIND",2471.4,2025-08-29 00:00:00,2,2567.2,2025-07-31 00:00:00,-1.8,2465.3,2025-04-30 00:00:00,2.26,2667.35,2024-10-31 00:00:00,-5.49,2520.9,
"MANOMAY",174.07,2025-08-29 00:00:00,-3.37,161.65,2025-07-31 00:00:00,4.05,169.37,2025-04-30 00:00:00,-0.69,302.95,2024-08-13 00:00:00,-44.48,168.2,
"MANORAMA",1355.3,2025-08-29 00:00:00,-2.35,1521.7,2025-07-31 00:00:00,-13.03,1274.7,2025-04-30 00:00:00,3.82,984.3,2024-10-31 00:00:00,34.45,1323.4,
"MANUFGBEES",142.57,2025-08-29 00:00:00,1.73,0.001,,14503900,0.001,,14503900,0.001,,14503900,145.04,
"MANYAVAR",740.95,2025-08-29 00:00:00,-0.33,749.4,2025-07-31 00:00:00,-1.45,781.95,2025-04-30 00:00:00,-5.56,1401.65,2024-10-31 00:00:00,-47.31,738.5,
"MAPMYINDIA",1643.3,2025-08-29 00:00:00,-0.06,1802,2025-07-31 00:00:00,-8.86,1794.9,2025-04-30 00:00:00,-8.5,1954.15,2024-10-31 00:00:00,-15.96,1642.3,
"MARALOVER",56.35,2025-08-29 00:00:00,-0.18,73.31,2025-07-31 00:00:00,-23.27,68.47,2025-04-30 00:00:00,-17.85,79.32,2024-10-31 00:00:00,-29.08,56.25,
"MARATHON",634.75,2025-08-29 00:00:00,-3.37,710.8,2025-07-31 00:00:00,-13.71,492.3,2025-04-30 00:00:00,24.59,587.95,2024-10-31 00:00:00,4.32,613.35,
"MARICO",725.85,2025-08-29 00:00:00,0.76,709.8,2025-07-31 00:00:00,3.04,710.45,2025-04-30 00:00:00,2.95,640,2024-10-31 00:00:00,14.28,731.4,
"MARKSANS",168.6,2025-08-29 00:00:00,-0.73,227.45,2025-07-31 00:00:00,-26.41,219.39,2025-04-30 00:00:00,-23.71,289.65,2024-10-31 00:00:00,-42.22,167.37,
"MARUTI",14791,2025-08-29 00:00:00,0.65,12608,2025-07-31 00:00:00,18.08,12257,2025-04-30 00:00:00,21.46,11076.45,2024-10-31 00:00:00,34.4,14887,
"MASFIN",310.1,2025-08-29 00:00:00,-0.02,308.05,2025-07-31 00:00:00,0.65,267.69,2025-04-30 00:00:00,15.82,287.5,2024-10-31 00:00:00,7.84,310.05,
"MASKINVEST",155.9,2025-08-28 00:00:00,2.32,0.001,,15950900,0.001,,15950900,0.001,,15950900,159.51,
"MASPTOP50",64.85,2025-08-29 00:00:00,0.29,62.77,2025-07-31 00:00:00,3.62,51.06,2025-04-30 00:00:00,27.38,45.47,2024-10-31 00:00:00,43.04,65.04,
"MASTEK",2427.3,2025-08-29 00:00:00,4.43,2416.7,2025-07-31 00:00:00,4.89,2088.4,2025-04-30 00:00:00,21.38,2888.9,2024-10-31 00:00:00,-12.25,2534.9,
"MASTERTR",152.45,2025-08-29 00:00:00,0.16,164.36,2025-07-31 00:00:00,-7.1,138.73,2025-04-30 00:00:00,10.06,0.001,,15268900,152.69,
"MATRIMONY",509.05,2025-08-29 00:00:00,-0.61,531.35,2025-07-31 00:00:00,-4.78,501.1,2025-04-30 00:00:00,0.97,801.95,2024-10-31 00:00:00,-36.91,505.95,
"MAWANASUG",87.65,2025-08-29 00:00:00,0.33,95.85,2025-07-31 00:00:00,-8.25,88.89,2025-04-30 00:00:00,-1.07,104.99,2024-10-31 00:00:00,-16.24,87.94,
"MAXESTATES",443.65,2025-08-29 00:00:00,0,484.3,2025-07-31 00:00:00,-8.39,409.15,2025-04-30 00:00:00,8.43,570.2,2024-10-31 00:00:00,-22.19,443.65,
"MAXHEALTH",1154.3,2025-08-29 00:00:00,2.33,1246,2025-07-31 00:00:00,-5.2,1098.2,2025-04-30 00:00:00,7.56,1017.6,2024-10-31 00:00:00,16.08,1181.2,
"MAXIND",219.54,2025-08-29 00:00:00,0.34,217.93,2025-07-31 00:00:00,1.08,193.31,2025-04-30 00:00:00,13.95,269.95,2024-10-31 00:00:00,-18.4,220.28,
"MAYURUNIQ",523.45,2025-08-29 00:00:00,1.93,553.15,2025-07-31 00:00:00,-3.54,460.5,2025-04-30 00:00:00,15.86,615.6,2024-10-31 00:00:00,-13.33,533.55,
"MAZDA",278.4,2025-08-29 00:00:00,3.84,292.89,2025-07-31 00:00:00,-1.29,1844.1,2025-01-20 00:00:00,-84.32,0.001,,28909900,289.1,
"MAZDOCK",2603.1,2025-08-29 00:00:00,1.93,2771.2,2025-07-31 00:00:00,-4.25,3057.6,2025-04-30 00:00:00,-13.22,4079.65,2024-10-31 00:00:00,-34.96,2653.3,
"MBAPL",420.35,2025-08-29 00:00:00,-0.23,446,2025-07-31 00:00:00,-5.96,265.3,2025-04-30 00:00:00,58.09,226.04,2024-10-31 00:00:00,85.54,419.4,
"MBEL",432.8,2025-08-29 00:00:00,0.42,0.001,,43459900,0.001,,43459900,0.001,,43459900,434.6,
"MBLINFRA",39.98,2025-08-29 00:00:00,0.9,41.9,2025-07-31 00:00:00,-3.72,41.83,2025-04-30 00:00:00,-3.56,0.001,,4033900,40.34,
"MCL",47.67,2025-08-29 00:00:00,-0.71,50.01,2025-07-31 00:00:00,-5.36,55.69,2025-04-30 00:00:00,-15.01,39.15,2024-08-30 00:00:00,20.89,47.33,
"MCLEODRUSS",37.36,2025-08-29 00:00:00,1.93,38.03,2025-07-31 00:00:00,0.13,33.68,2025-04-30 00:00:00,13.06,25.35,2024-08-30 00:00:00,50.22,38.08,
"MCLOUD",78.55,2025-08-29 00:00:00,3.04,84.4,2025-07-31 00:00:00,-4.1,70.12,2025-04-30 00:00:00,15.43,0.001,,8093900,80.94,
"MCX",7390,2025-08-29 00:00:00,5.45,7693,2025-07-31 00:00:00,1.3,6128,2025-04-30 00:00:00,27.17,6515.9,2024-10-31 00:00:00,19.6,7793,
"MEDANTA",1374,2025-08-29 00:00:00,1.6,1311.2,2025-07-31 00:00:00,6.47,1197.2,2025-04-30 00:00:00,16.61,1106.1,2024-10-31 00:00:00,26.21,1396,
"MEDIASSIST",505.8,2025-08-29 00:00:00,0.93,532.7,2025-07-31 00:00:00,-4.17,448.85,2025-04-30 00:00:00,13.74,617.45,2024-10-31 00:00:00,-17.32,510.5,
"MEDICAMEQ",345.25,2025-08-29 00:00:00,0.51,389.55,2025-07-31 00:00:00,-10.92,426.85,2025-04-30 00:00:00,-18.71,536.25,2024-10-31 00:00:00,-35.29,347,
"MEDICO",38.23,2025-08-29 00:00:00,5.89,40.19,2025-07-31 00:00:00,0.72,55.66,2025-04-30 00:00:00,-27.27,57.73,2024-10-31 00:00:00,-29.88,40.48,
"MEDPLUS",841.95,2025-08-29 00:00:00,-1.06,930.55,2025-07-31 00:00:00,-10.48,806.15,2025-04-30 00:00:00,3.34,666.85,2024-10-31 00:00:00,24.92,833.05,
"MEGASTAR",227.9,2025-08-29 00:00:00,2.61,272.55,2025-07-31 00:00:00,-14.2,205.37,2025-04-30 00:00:00,13.86,250.6,2024-10-31 00:00:00,-6.69,233.84,
"MEIL",527.4,2025-08-29 00:00:00,-1.91,0.001,,51734900,0.001,,51734900,0.001,,51734900,517.35,
"MENONBE",126.25,2025-08-29 00:00:00,0.03,138.19,2025-07-31 00:00:00,-8.61,101.89,2025-04-30 00:00:00,23.95,119.45,2024-10-31 00:00:00,5.73,126.29,
"METAL",9.2,2025-08-29 00:00:00,1.52,9.3,2025-07-31 00:00:00,0.43,8.58,2025-04-30 00:00:00,8.86,9.32,2024-10-31 00:00:00,0.21,9.34,
"METALIETF",9.21,2025-08-29 00:00:00,1.63,9.29,2025-07-31 00:00:00,0.75,8.57,2025-04-30 00:00:00,9.22,9.34,2024-10-31 00:00:00,0.21,9.36,
"METROBRAND",1140.8,2025-08-29 00:00:00,1.91,1243.6,2025-07-31 00:00:00,-6.51,1070,2025-04-30 00:00:00,8.65,1200.45,2024-10-31 00:00:00,-3.15,1162.6,
"METROPOLIS",2188.5,2025-08-29 00:00:00,-1.82,1995.3,2025-07-31 00:00:00,7.68,1701.5,2025-04-30 00:00:00,26.28,2146.2,2024-10-31 00:00:00,0.11,2148.6,
"MFSL",1602.2,2025-08-29 00:00:00,1.69,1501.4,2025-07-31 00:00:00,8.51,1305,2025-04-30 00:00:00,24.84,1283,2024-10-31 00:00:00,26.98,1629.2,
"MGEL",16.35,2025-08-29 00:00:00,-3.55,17.48,2025-07-31 00:00:00,-9.78,12.89,2025-04-30 00:00:00,22.34,24.2,2024-10-31 00:00:00,-34.83,15.77,
"MGL",1251.8,2025-08-29 00:00:00,1.04,1358.1,2025-07-31 00:00:00,-6.87,1346.1,2025-04-30 00:00:00,-6.04,1441.6,2024-10-31 00:00:00,-12.26,1264.8,
"MHLXMIRU",212.56,2025-08-29 00:00:00,2.45,217.35,2025-07-31 00:00:00,0.19,215.01,2025-04-30 00:00:00,1.28,173.33,2024-08-30 00:00:00,25.64,217.77,
"MHRIL",349.9,2025-08-29 00:00:00,-0.09,356.45,2025-07-31 00:00:00,-1.92,310.75,2025-04-30 00:00:00,12.5,378.7,2024-10-31 00:00:00,-7.68,349.6,
"MICEL",47.69,2025-08-29 00:00:00,8.47,51.57,2025-07-31 00:00:00,0.31,56.22,2025-04-30 00:00:00,-7.99,92.53,2024-10-31 00:00:00,-44.09,51.73,
"MID150",21.2,2025-08-29 00:00:00,0.66,21.7,2025-07-31 00:00:00,-1.66,20.1,2025-04-30 00:00:00,6.17,0.001,,2133900,21.34,
"MID150BEES",213.5,2025-08-29 00:00:00,2.1,220.16,2025-07-31 00:00:00,-0.99,203.92,2025-04-30 00:00:00,6.89,215,2024-10-31 00:00:00,1.39,217.98,
"MID150CASE",10.33,2025-08-29 00:00:00,1.94,10.66,2025-07-31 00:00:00,-1.22,9.85,2025-04-30 00:00:00,6.9,10.32,2024-10-31 00:00:00,2.03,10.53,
"MIDCAP",160.53,2025-08-29 00:00:00,1.66,165.09,2025-07-31 00:00:00,-1.14,155.44,2025-04-30 00:00:00,4.99,158.11,2024-10-31 00:00:00,3.22,163.2,
"MIDCAPETF",21.14,2025-08-29 00:00:00,1.7,21.71,2025-07-31 00:00:00,-0.97,20.16,2025-04-30 00:00:00,6.65,21.16,2024-10-31 00:00:00,1.61,21.5,
"MIDCAPIETF",21.41,2025-08-29 00:00:00,1.68,22.03,2025-07-31 00:00:00,-1.18,20.41,2025-04-30 00:00:00,6.66,21.47,2024-10-31 00:00:00,1.4,21.77,
"MIDHANI",361.25,2025-08-29 00:00:00,4.28,395.15,2025-07-31 00:00:00,-4.67,307,2025-04-30 00:00:00,22.7,333.4,2024-10-31 00:00:00,12.99,376.7,
"MIDQ50ADD",243.23,2025-08-29 00:00:00,1.93,250,2025-07-31 00:00:00,-0.83,233.58,2025-04-30 00:00:00,6.14,251.08,2024-10-31 00:00:00,-1.26,247.92,
"MIDSELIETF",17.05,2025-08-29 00:00:00,1.88,17.3,2025-07-31 00:00:00,0.4,16.38,2025-04-30 00:00:00,6.04,17.74,2024-10-31 00:00:00,-2.09,17.37,
"MIDSMALL",46.91,2025-08-29 00:00:00,1.94,48.82,2025-07-31 00:00:00,-2.05,45.99,2025-04-30 00:00:00,3.98,51.57,2024-10-31 00:00:00,-7.27,47.82,
